Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
Standard Class,Home Office,United States,Houston,Texas,77070.0,Central,Office Supplies,Labels,100.24,10.0,0.2,33.830999999999996,12/08/2017,14/08/2017
Second Class,Consumer,United States,Columbia,Tennessee,38401.0,South,Office Supplies,Appliances,871.8,3.0,0.2,87.18,14/08/2017,19/08/2017
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Bookcases,61.96,4.0,0.5,-53.2856,14/08/2017,19/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Office Supplies,Binders,4.553999999999999,3.0,0.7,-3.4914,16/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Office Supplies,Appliances,5.2,2.0,0.2,0.585,16/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Technology,Accessories,205.99200000000002,1.0,0.2,-2.5749,16/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Office Supplies,Paper,15.552,3.0,0.2,5.4432,16/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Technology,Phones,503.96,5.0,0.2,50.396,17/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Office Supplies,Appliances,24.471999999999998,7.0,0.2,1.8354,17/08/2017,22/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Furniture,Bookcases,241.56799999999998,2.0,0.2,0.0,19/08/2017,19/08/2017
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024.0,South,Technology,Accessories,110.4,2.0,0.2,-4.14,19/08/2017,23/08/2017
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Furniture,Tables,384.76800000000003,2.0,0.4,-115.4304,19/08/2017,23/08/2017
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Technology,Machines,78.66,6.0,0.0,36.1836,21/08/2017,22/08/2017
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Office Supplies,Paper,45.36,4.0,0.0,22.2264,23/08/2017,27/08/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Appliances,962.08,4.0,0.2,156.338,23/08/2017,27/08/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,12.843,3.0,0.7,-9.8463,23/08/2017,27/08/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Paper,295.45599999999996,14.0,0.2,96.0232,23/08/2017,27/08/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Paper,32.4,5.0,0.0,15.552,23/08/2017,27/08/2017
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Furniture,Furnishings,103.936,4.0,0.2,16.8896,25/08/2017,01/09/2017
Standard Class,Corporate,United States,Orlando,Florida,32839.0,South,Furniture,Bookcases,289.568,2.0,0.2,10.8588,26/08/2017,27/08/2017
Standard Class,Corporate,United States,Orlando,Florida,32839.0,South,Office Supplies,Storage,39.72,5.0,0.2,4.4685,28/08/2017,02/09/2017
Standard Class,Corporate,United States,Orlando,Florida,32839.0,South,Technology,Phones,244.768,4.0,0.2,24.4768,28/08/2017,01/09/2017
Second Class,Consumer,United States,Houston,Texas,77095.0,Central,Technology,Accessories,24.0,2.0,0.2,-2.7,31/08/2017,06/09/2017
Second Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Paper,15.552,3.0,0.2,5.4432,31/08/2017,06/09/2017
Second Class,Consumer,United States,Houston,Texas,77095.0,Central,Technology,Accessories,26.176,2.0,0.2,-3.272,02/09/2017,07/09/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Furniture,Furnishings,20.94,3.0,0.0,6.0726,03/09/2017,07/09/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,135.09,9.0,0.0,62.1414,03/09/2017,07/09/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Technology,Accessories,279.86,14.0,0.0,64.3678,03/09/2017,07/09/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,90.06,6.0,0.0,41.4276,03/09/2017,07/09/2017
Standard Class,Consumer,United States,Medina,Ohio,44256.0,East,Technology,Phones,539.964,6.0,0.4,-107.9928,03/09/2017,07/09/2017
Standard Class,Consumer,United States,Medina,Ohio,44256.0,East,Technology,Phones,50.232,7.0,0.4,-10.0464,04/09/2017,06/09/2017
Standard Class,Consumer,United States,Medina,Ohio,44256.0,East,Office Supplies,Binders,19.242,3.0,0.7,-13.4694,04/09/2017,06/09/2017
Second Class,Corporate,United States,New York City,New York,10011.0,East,Office Supplies,Storage,1247.64,3.0,0.0,349.3392,04/09/2017,06/09/2017
Standard Class,Corporate,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Art,5.303999999999999,3.0,0.2,0.4641,04/09/2017,06/09/2017
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Paper,19.136,4.0,0.2,5.98,04/09/2017,06/09/2017
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,Furniture,Furnishings,332.832,4.0,0.2,-24.9624,05/09/2017,08/09/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Paper,279.9,5.0,0.0,137.151,09/09/2017,13/09/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Binders,50.352,3.0,0.2,17.6232,09/09/2017,13/09/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Paper,34.02,3.0,0.0,16.6698,09/09/2017,16/09/2017
Standard Class,Home Office,United States,San Francisco,California,94109.0,West,Office Supplies,Art,23.88,6.0,0.0,8.1192,09/09/2017,16/09/2017
Standard Class,Home Office,United States,San Francisco,California,94109.0,West,Office Supplies,Labels,11.52,4.0,0.0,5.6448,10/09/2017,14/09/2017
Standard Class,Home Office,United States,San Francisco,California,94109.0,West,Office Supplies,Paper,286.93,7.0,0.0,140.5957,12/09/2017,16/09/2017
Standard Class,Home Office,United States,San Francisco,California,94109.0,West,Technology,Phones,206.38400000000001,2.0,0.2,23.2182,13/09/2017,16/09/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Furniture,Chairs,218.352,3.0,0.2,0.0,14/09/2017,16/09/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Furniture,Furnishings,529.9,5.0,0.0,105.98,14/09/2017,16/09/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Art,99.3,10.0,0.0,41.706,17/09/2017,21/09/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Appliances,108.96,2.0,0.0,30.5088,18/09/2017,23/09/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Binders,2.688,1.0,0.2,0.84,19/09/2017,23/09/2017
Second Class,Consumer,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,5443.96,4.0,0.0,2504.2216,19/09/2017,23/09/2017
Second Class,Consumer,United States,Jackson,Michigan,49201.0,Central,Furniture,Chairs,302.67,3.0,0.0,72.6408,19/09/2017,23/09/2017
Second Class,Consumer,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Paper,56.07,7.0,0.0,25.2315,19/09/2017,23/09/2017
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Labels,10.08,2.0,0.2,3.2760000000000002,23/09/2017,28/09/2017
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,59.994,1.0,0.4,-12.9987,23/09/2017,29/09/2017
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,5.715,5.0,0.7,-4.7625,23/09/2017,29/09/2017
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,9.42,5.0,0.7,-7.85,24/09/2017,29/09/2017
Second Class,Corporate,United States,Warwick,Rhode Island,2886.0,East,Technology,Copiers,1999.96,4.0,0.0,899.982,24/09/2017,29/09/2017
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Office Supplies,Storage,216.4,4.0,0.0,56.263999999999996,24/09/2017,29/09/2017
Standard Class,Home Office,United States,El Paso,Texas,79907.0,Central,Office Supplies,Labels,6.936,3.0,0.2,2.3409,24/09/2017,29/09/2017
Standard Class,Home Office,United States,El Paso,Texas,79907.0,Central,Office Supplies,Binders,4.428,3.0,0.8,-6.8634,24/09/2017,29/09/2017
Standard Class,Consumer,United States,Rochester,Minnesota,55901.0,Central,Office Supplies,Art,8.8,5.0,0.0,2.552,26/09/2017,26/09/2017
Standard Class,Consumer,United States,Rochester,Minnesota,55901.0,Central,Technology,Accessories,142.8,1.0,0.0,29.988000000000003,26/09/2017,26/09/2017
Standard Class,Consumer,United States,Rochester,Minnesota,55901.0,Central,Technology,Accessories,399.95,5.0,0.0,143.982,27/09/2017,01/10/2017
Standard Class,Consumer,United States,Buffalo,New York,14215.0,East,Office Supplies,Binders,2152.776,3.0,0.2,726.5619,27/09/2017,29/09/2017
Standard Class,Consumer,United States,Buffalo,New York,14215.0,East,Furniture,Bookcases,4007.84,10.0,0.2,-50.098,28/09/2017,30/09/2017
First Class,Corporate,United States,Knoxville,Tennessee,37918.0,South,Furniture,Tables,328.59,3.0,0.4,-147.8655,28/09/2017,30/09/2017
First Class,Corporate,United States,Knoxville,Tennessee,37918.0,South,Office Supplies,Storage,98.352,3.0,0.2,-24.588,28/09/2017,30/09/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Technology,Phones,158.99,1.0,0.0,41.3374,28/09/2017,30/09/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Furniture,Chairs,291.1,5.0,0.0,75.686,28/09/2017,30/09/2017
First Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Paper,73.68,6.0,0.0,34.6296,05/10/2017,06/10/2017
First Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Furnishings,139.92,2.0,0.0,23.7864,07/10/2017,11/10/2017
First Class,Consumer,United States,Seattle,Washington,98103.0,West,Technology,Phones,107.88,3.0,0.2,10.788,07/10/2017,11/10/2017
First Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Storage,33.29,1.0,0.0,7.9896,18/10/2017,19/10/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Binders,58.17,5.0,0.7,-46.536,21/10/2017,25/10/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Labels,5.04,2.0,0.2,1.764,21/10/2017,25/10/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Paper,24.784000000000002,1.0,0.2,7.745,21/10/2017,25/10/2017
Standard Class,Home Office,United States,Elmhurst,Illinois,60126.0,Central,Furniture,Chairs,634.116,6.0,0.3,-172.1172,29/10/2017,02/11/2017
Standard Class,Home Office,United States,Elmhurst,Illinois,60126.0,Central,Office Supplies,Paper,17.472,3.0,0.2,5.6784,30/10/2017,05/11/2017
First Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Furniture,Chairs,155.88,6.0,0.0,38.97,06/11/2017,09/11/2017
Second Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,327.564,4.0,0.1,21.8376,13/11/2017,15/11/2017
Second Class,Home Office,United States,Los Angeles,California,90036.0,West,Office Supplies,Paper,13.36,2.0,0.0,6.4128,13/11/2017,15/11/2017
Second Class,Home Office,United States,Los Angeles,California,90036.0,West,Office Supplies,Storage,158.9,5.0,0.0,7.945,13/11/2017,15/11/2017
Second Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Technology,Accessories,319.968,4.0,0.2,71.9928,13/11/2017,15/11/2017
Second Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Storage,505.32,3.0,0.2,31.5825,14/11/2017,14/11/2017
Second Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Paper,3.8080000000000003,1.0,0.2,1.2376,15/11/2017,22/11/2017
Second Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,8.682,1.0,0.8,-14.7594,19/11/2017,21/11/2017
Second Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Labels,24.424,1.0,0.2,7.9378,19/11/2017,21/11/2017
Standard Class,Corporate,United States,Buffalo,New York,14215.0,East,Furniture,Chairs,1522.638,9.0,0.1,169.18200000000002,19/11/2017,25/11/2017
Standard Class,Corporate,United States,Roseville,California,95661.0,West,Office Supplies,Envelopes,419.9,5.0,0.0,197.35299999999998,19/11/2017,25/11/2017
Standard Class,Corporate,United States,Roseville,California,95661.0,West,Office Supplies,Labels,3.15,1.0,0.0,1.5119999999999998,19/11/2017,25/11/2017
First Class,Corporate,United States,Arlington,Texas,76017.0,Central,Office Supplies,Appliances,33.62,5.0,0.8,-90.774,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Binders,16.14,3.0,0.0,7.9086,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Furniture,Tables,194.25,2.0,0.3,-38.85,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Art,8.64,3.0,0.0,2.5056,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Furniture,Chairs,872.32,4.0,0.0,244.2496,28/11/2017,28/11/2017
Second Class,Consumer,United States,Waco,Texas,76706.0,Central,Office Supplies,Binders,243.99200000000002,4.0,0.8,-426.986,28/11/2017,28/11/2017
Second Class,Consumer,United States,Waco,Texas,76706.0,Central,Office Supplies,Art,7.12,5.0,0.2,0.7120000000000001,28/11/2017,28/11/2017
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Art,2.688,2.0,0.2,1.008,28/11/2017,28/11/2017
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Furniture,Chairs,317.058,3.0,0.3,-18.1176,02/12/2017,04/12/2017
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Envelopes,149.352,3.0,0.2,50.4063,03/12/2017,07/12/2017
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Technology,Accessories,227.976,3.0,0.2,28.497,03/12/2017,07/12/2017
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Office Supplies,Paper,11.96,2.0,0.0,5.8604,03/12/2017,08/12/2017
Standard Class,Corporate,United States,Plainfield,New Jersey,7060.0,East,Office Supplies,Storage,563.4,4.0,0.0,67.608,03/12/2017,08/12/2017
Standard Class,Corporate,United States,Plainfield,New Jersey,7060.0,East,Technology,Machines,319.92,8.0,0.0,118.3704,03/12/2017,07/12/2017
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Accessories,1049.44,8.0,0.0,440.7648,04/12/2017,08/12/2017
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Furniture,Chairs,170.352,3.0,0.2,-17.0352,05/12/2017,08/12/2017
Second Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Phones,173.94,6.0,0.0,50.4426,05/12/2017,08/12/2017
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Technology,Phones,1007.944,7.0,0.2,75.5958,07/12/2017,12/12/2017
Same Day,Consumer,United States,Seattle,Washington,98105.0,West,Office Supplies,Paper,6.68,1.0,0.0,3.2064,07/12/2017,12/12/2017
Same Day,Consumer,United States,Seattle,Washington,98105.0,West,Office Supplies,Art,8.34,3.0,0.0,2.2518,09/12/2017,13/12/2017
Same Day,Consumer,United States,Seattle,Washington,98105.0,West,Furniture,Furnishings,101.94,3.0,0.0,30.581999999999997,09/12/2017,13/12/2017
Standard Class,Corporate,United States,Edmonds,Washington,98026.0,West,Technology,Accessories,179.97,3.0,0.0,86.3856,10/12/2017,14/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Office Supplies,Art,101.94,6.0,0.0,29.5626,10/12/2017,14/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Technology,Phones,271.96,4.0,0.0,67.99,10/12/2017,14/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Furniture,Furnishings,8.8,5.0,0.0,3.872,12/12/2017,19/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Office Supplies,Art,19.68,6.0,0.0,5.7072,13/12/2017,20/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Furniture,Bookcases,302.94,3.0,0.0,69.6762,13/12/2017,18/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Office Supplies,Binders,14.94,3.0,0.0,7.1712,17/12/2017,24/12/2017
Standard Class,Consumer,United States,Salem,Virginia,24153.0,South,Office Supplies,Supplies,231.72,2.0,0.0,11.585999999999999,18/12/2017,20/12/2017
First Class,Consumer,United States,Delray Beach,Florida,33445.0,South,Office Supplies,Labels,9.912,3.0,0.2,3.2214,19/12/2017,20/12/2017
Standard Class,Corporate,United States,San Francisco,California,94110.0,West,Office Supplies,Art,34.65,3.0,0.0,9.702,20/12/2017,26/12/2017
Standard Class,Corporate,United States,San Francisco,California,94110.0,West,Technology,Phones,19.8,5.0,0.2,1.7325,23/12/2017,28/12/2017
Second Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Binders,33.568000000000005,2.0,0.2,11.7488,23/12/2017,28/12/2017
Standard Class,Corporate,United States,Indianapolis,Indiana,46203.0,Central,Office Supplies,Art,125.93,7.0,0.0,35.2604,23/12/2017,23/12/2017
First Class,Corporate,United States,Columbus,Ohio,43229.0,East,Office Supplies,Binders,11.76,5.0,0.7,-7.84,25/12/2017,30/12/2017
First Class,Corporate,United States,Columbus,Ohio,43229.0,East,Office Supplies,Paper,5.343999999999999,1.0,0.2,1.8704,25/12/2017,30/12/2017
Standard Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,1.365,1.0,0.7,-0.91,26/12/2017,31/12/2017
Standard Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Paper,62.016000000000005,2.0,0.2,22.4808,26/12/2017,31/12/2017
Standard Class,Corporate,United States,Clinton,Maryland,20735.0,East,Furniture,Furnishings,60.72,3.0,0.0,23.6808,26/12/2017,31/12/2017
Standard Class,Corporate,United States,Clinton,Maryland,20735.0,East,Office Supplies,Paper,146.82,3.0,0.0,73.41,26/12/2017,31/12/2017
Standard Class,Corporate,United States,Clinton,Maryland,20735.0,East,Furniture,Chairs,239.84,8.0,0.0,64.7568,27/12/2017,01/01/2018
Standard Class,Corporate,United States,Clinton,Maryland,20735.0,East,Office Supplies,Labels,15.66,6.0,0.0,7.2036,27/12/2017,01/01/2018
